,date,title,author,publisher,description
9409,6/20/2010,BLOCKADE BILLY, Stephen King,Scribner,"A tale about the dark side of baseball, circa 1957."
9410,6/20/2010,ALLIES, Christie Golden,Del Rey/Ballantine,The Skywalkers and the Sith undertake an unprecedented joint mission; a “Star Wars: Fate of the Jedi” book.
9411,6/13/2010,THE GIRL WHO KICKED THE HORNET’S NEST, Stieg Larsson,Knopf,The third volume of a trilogy about a Swedish hacker and a journalist.
9412,6/13/2010,DEAD IN THE FAMILY, Charlaine Harris,Ace,Sookie Stackhouse is exhausted in the aftermath of a Fae war.
9413,6/13/2010,61 HOURS, Lee Child,Delacorte,Jack Reacher helps the police in a small South Dakota town protect a witness in a drug trial.
9414,6/13/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9415,6/13/2010,STORM PREY, John Sandford,Putnam,Lucas Davenport’s wife is a witness to a botched robbery and murder in the 20th novel in the “Prey” series.
9416,6/13/2010,INNOCENT, Scott Turow,Grand Central,Turow revisits the characters from “Presumed Innocent.”
9417,6/13/2010,HEART OF THE MATTER, Emily Giffin,St. Martin’s,"The lives of two women — one married to a pediatric plastic surgeon, the other a lawyer and single mother — converge after an accident involving the lawyer’s son."
9418,6/13/2010,ALLIES, Christie Golden,Del Rey/Ballantine,The Skywalkers and the Sith undertake an unprecedented joint mission; a “Star Wars: Fate of the Jedi” book.
9419,6/13/2010,BLOCKADE BILLY, Stephen King,Simon &amp; Schuster,"A tale about the dark side of baseball, circa 1957."
9420,6/13/2010,THE 9TH JUDGMENT, James Patterson and Maxine Paetro,"Little, Brown",Detective Lindsay Boxer pursues a killer who’s preying on women and children.
9421,6/13/2010,FEVER DREAM, Lincoln Child and Douglas Preston,Grand Central,"The F.B.I. agent Aloysius Pendergast, who has long thought that his wife was killed in an accident, learns that she was actually murdered."
9422,6/13/2010,DANGEROUS, Diana Palmer,HQN,A Texas F.B.I. agent falls in love with a woman with a past.
9423,6/13/2010,THE IMPERFECTIONISTS, Tom Rachman,Dial,Goings-on among the staff of an English-language newspaper in Rome.
9424,6/13/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9425,6/6/2010,61 HOURS, Lee Child,Delacorte,Jack Reacher helps the police in a small South Dakota town protect a witness in a drug trial.
9426,6/6/2010,STORM PREY, John Sandford,Putnam,Lucas Davenport’s wife is a witness to a botched robbery and murder in the 20th novel in the “Prey” series.
9427,6/6/2010,DEAD IN THE FAMILY, Charlaine Harris,Ace,Sookie Stackhouse is exhausted in the aftermath of a Fae war.
9428,6/6/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9429,6/6/2010,INNOCENT, Scott Turow,Grand Central,"When Rusty Sabich’s wife is found dead, Tommy Molto accuses him of murder for the second time, as Turow revisits the characters from “Presumed Innocent.”"
9430,6/6/2010,HEART OF THE MATTER, Emily Giffin,St. Martin’s,"The lives of two women — one married to a pediatric plastic surgeon, the other a lawyer and single mother — converge after an accident involving the lawyer’s son."
9431,6/6/2010,THE 9TH JUDGMENT, James Patterson and Maxine Paetro,"Little, Brown",Detective Lindsay Boxer pursues a killer who’s preying on women and children.
9432,6/6/2010,FEVER DREAM, Lincoln Child and Douglas Preston,Grand Central,"The F.B.I. agent Aloysius Pendergast, who has long thought that his wife was killed in an accident, learns that she was actually murdered."
9433,6/6/2010,DELIVER US FROM EVIL, David Baldacci,Grand Central,"Two agents are tracking the same man, a human trafficker who is now dealing in nuclear arms."
9434,6/6/2010,A SECRET AFFAIR, Mary Balogh,Delacorte,The young widow of an elderly duke falls in love with Constantine Huxtable in the final entry of the Huxtable family series.
9435,6/6/2010,SUPREME JUSTICE, Phillip Margolin,Harper/HarperCollins,Attacks on two justices seem to be related to a pending death-row appeal that could expose a criminal plot within the C.I.A.
9436,6/6/2010,THE SHADOW OF YOUR SMILE, Mary Higgins Clark,Simon &amp; Schuster,An elderly woman must decide whether to reveal a family secret.
9437,6/6/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9438,5/30/2010,DEAD IN THE FAMILY, Charlaine Harris,Ace,Sookie Stackhouse is exhausted in the aftermath of a Fae war.
9439,5/30/2010,HEART OF THE MATTER, Emily Giffin,St. Martin’s,"The lives of two women — one married to a pediatric plastic surgeon, the other a lawyer and single mother — converge after an accident involving the lawyer’s son."
9440,5/30/2010,FEVER DREAM, Lincoln Child and Douglas Preston,Grand Central,"The F.B.I. agent Aloysius Pendergast, who has long thought that his wife was killed in an accident, learns that she was actually murdered."
9441,5/30/2010,INNOCENT, Scott Turow,Grand Central,"When Rusty Sabich’s wife is found dead, Tommy Molto accuses him of murder for the second time, as Turow revisits the characters from “Presumed Innocent.”"
9442,5/30/2010,THE 9TH JUDGMENT, James Patterson and Maxine Paetro,"Little, Brown",Detective Lindsay Boxer pursues a killer who’s preying on women and children.
9443,5/30/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9444,5/30/2010,DELIVER US FROM EVIL, David Baldacci,Grand Central,"Two agents are tracking the same man, a human trafficker who is now dealing in nuclear arms."
9445,5/30/2010,THE IMPERFECTIONISTS, Tom Rachman,Dial,Goings-on among the staff of an English-language newspaper in Rome.
9446,5/30/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9447,5/30/2010,LOVER MINE, J. R. Ward,New American Library,Book 8 of the Black Dagger Brotherhood series.
9448,5/30/2010,HANNAH'S LIST, Debbie Macomber,Mira,A doctor receives a letter from his dead wife in which she asks him to marry one of three women she has chosen for him.
9449,5/30/2010,ISLAND BENEATH THE SEA, Isabel Allende,Harper/HarperCollins,The story of a mulatto slave in late-18th-century Haiti who flees with her master to New Orleans.
9450,5/30/2010,THIS BODY OF DEATH, Elizabeth George,Harper/HarperCollins,Detective Thomas Lynley becomes involved when a woman’s body is found in a London cemetery.
9451,5/30/2010,THE DOUBLE COMFORT SAFARI CLUB, Alexander McCall Smith,Pantheon,The 11th novel in the No. 1 Ladies’ Detective Agency series.
9452,5/23/2010,DEAD IN THE FAMILY, Charlaine Harris,Ace,Sookie Stackhouse is exhausted in the aftermath of a Fae war.
9453,5/23/2010,THE 9TH JUDGMENT, James Patterson and Maxine Paetro,"Little, Brown",Detective Lindsay Boxer pursues a killer who’s preying on women and children.
9454,5/23/2010,INNOCENT, Scott Turow,Grand Central,"When Rusty Sabich’s wife is found dead, Tommy Molto accuses him of murder for the second time, as Turow revisits the characters from “Presumed Innocent.”"
9455,5/23/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9456,5/23/2010,DELIVER US FROM EVIL, David Baldacci,Grand Central,"Two agents are tracking the same man, a human trafficker who is now dealing in nuclear arms."
9457,5/23/2010,LOVER MINE, J. R. Ward,New American Library,Book 8 of the Black Dagger Brotherhood series.
9458,5/23/2010,THE SHADOW OF YOUR SMILE, Mary Higgins Clark,Simon &amp; Schuster,An elderly woman must decide whether to reveal a family secret.
9459,5/23/2010,HANNAH'S LIST, Debbie Macomber,Mira,A doctor receives a letter from his dead wife in which she asks him to marry one of three women she has chosen for him.
9460,5/23/2010,BLUE-EYED DEVIL, Robert B. Parker,Putnam,"
Virgil Cole and Everett Hitch take on a politically ambitious but crooked new chief of police in Appaloosa; Parker died earlier this year."
9461,5/23/2010,TELL-ALL, Chuck Palahniuk,Doubleday,"
A much-married star is seduced by a bounder who has written a memoir about her death in this sendup of celebrity culture."
9462,5/23/2010,THE DOUBLE COMFORT SAFARI CLUB, Alexander McCall Smith,Pantheon,The 11th novel in the No. 1 Ladies’ Detective Agency series.
9463,5/23/2010,EVERY LAST ONE, Anna Quindlen,Random House,"After a shocking assault on her family, a woman must discover how to live the rest of her life."
9464,5/23/2010,ISLAND BENEATH THE SEA, Isabel Allende,Harper/HarperCollins,The story of a mulatto slave in late-18th-century Haiti who flees with her master to New Orleans.
9465,5/23/2010,THIS BODY OF DEATH, Elizabeth George,Harper/HarperCollins,Detective Thomas Lynley becomes involved when a woman’s body is found in a London cemetery.
9466,5/16/2010,THE 9TH JUDGMENT, James Patterson and Maxine Paetro,"Little, Brown",Detective Lindsay Boxer pursues a killer who’s preying on women and children.
9467,5/16/2010,LOVER MINE, J. R. Ward,New American Library,Book 8 of the Black Dagger Brotherhood series.
9468,5/16/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9469,5/16/2010,DELIVER US FROM EVIL, David Baldacci,Grand Central,"Two agents are tracking the same man, a human trafficker who is now dealing in nuclear arms."
9470,5/16/2010,HANNAH'S LIST, Debbie Macomber,Mira,A doctor receives a letter from his dead wife in which she asks him to marry one of three women she has chosen for him.
9471,5/16/2010,THE SHADOW OF YOUR SMILE, Mary Higgins Clark,Simon &amp; Schuster,An elderly woman must decide whether to reveal a family secret.
9472,5/16/2010,THE DOUBLE COMFORT SAFARI CLUB, Alexander McCall Smith,Pantheon,The 11th novel in the No. 1 Ladies’ Detective Agency series.
9473,5/16/2010,THIS BODY OF DEATH, Elizabeth George,Harper/HarperCollins,Detective Thomas Lynley becomes involved when a woman’s body is found in a London cemetery.
9474,5/16/2010,LUCID INTERVALS, Stuart Woods,Putnam,"Stone Barrington, the New York cop turned lawyer, helps search for a former British intelligence operative."
9475,5/16/2010,EVERY LAST ONE, Anna Quindlen,Random House,"After a shocking assault on her family, a woman must discover how to live the rest of her life."
9476,5/16/2010,THE GOD OF THE HIVE, Laurie R. King,Bantam,"Mary Russell and her husband, Sherlock Holmes, are separated and on the run from a ruthless foe."
9477,5/16/2010,HOUSE RULES, Jodi Picoult,Atria,A teenage boy with Asperger’s syndrome is accused of murder.
9478,5/16/2010,EIGHT DAYS TO LIVE, Iris Johansen,St. Martin’s,A painting by Eve Duncan’s adopted daughter draws the ire of a religious cult.
9479,5/16/2010,BURNING LAMP, Amanda Quick,Putnam,A Victorian crime lord fears he has fallen prey to an ancestral curse; an Arcane Society novel.
9480,5/9/2010,DELIVER US FROM EVIL, David Baldacci,Grand Central,"Two agents are tracking the same man, a human trafficker who is now dealing in nuclear arms."
9481,5/9/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9482,5/9/2010,THE DOUBLE COMFORT SAFARI CLUB, Alexander McCall Smith,Pantheon,"
The 11th novel in the No. 1 Ladies’ Detective Agency series."
9483,5/9/2010,THIS BODY OF DEATH, Elizabeth George,Harper/HarperCollins,Detective Thomas Lynley becomes involved when a woman’s body is found in a London cemetery.
9484,5/9/2010,LUCID INTERVALS, Stuart Woods,Putnam,"Stone Barrington, the New York cop turned lawyer, helps search for a former British intelligence operative."
9485,5/9/2010,THE SHADOW OF YOUR SMILE, Mary Higgins Clark,Simon &amp; Schuster,An elderly woman must decide whether to reveal a family secret.
9486,5/9/2010,BURNING LAMP, Amanda Quick,Putnam,"A Victorian crime lord fears he has fallen prey to an ancestral curse, and only a magical artifact can save him; an Arcane Society novel and the second book in the Dreamlight trilogy."
9487,5/9/2010,EVERY LAST ONE, Anna Quindlen,Random House,"After a shocking assault on her family, a woman must discover how to live the rest of her life."
9488,5/9/2010,EIGHT DAYS TO LIVE, Iris Johansen,St. Martin’s,"
A painting by Eve Duncan’s adopted daughter draws the ire of a religious cult."
9489,5/9/2010,CHANGES, Jim Butcher,Roc,Book 12 of the Dresden Files series about a wizard detective in Chicago.
9490,5/9/2010,CAUGHT, Harlan Coben,Dutton,A suburban girl goes missing.
9491,5/9/2010,HOUSE RULES, Jodi Picoult,Atria,A teenage boy with Asperger’s syndrome is accused of murder.
9492,5/9/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9493,5/9/2010,THE WALK, Richard Paul Evans,Simon &amp; Schuster,A Seattle ad executive loses everything and starts walking to Key West.
9494,5/9/2010,DECEPTION, Jonathan Kellerman,Ballantine,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis work on a prep-school murder case.
9495,5/2/2010,THE SHADOW OF YOUR SMILE, Mary Higgins Clark,Simon &amp; Schuster,An elderly woman must decide whether to reveal a family secret.
9496,5/2/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9497,5/2/2010,CHANGES, Jim Butcher,Roc,Book 12 of the Dresden Files series about a wizard detective in Chicago.
9498,5/2/2010,CAUGHT, Harlan Coben,Dutton,A suburban girl goes missing.
9499,5/2/2010,EVERY LAST ONE, Anna Quindlen,Random House,"After a shocking assault on her family, a woman must discover how to live the rest of her life."
9500,5/2/2010,HOUSE RULES, Jodi Picoult,Atria,A teenage boy with Asperger’s syndrome is accused of murder.
9501,5/2/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9502,5/2/2010,WRECKED, Carol Higgins Clark,Scribner,"In the 13th mystery in this series, the suspicious disappearance of a neighbor interrupts a romantic weekend on Cape Cod for the P.I. Regan Reilly and her husband."
9503,5/2/2010,A MIGHTY FORTRESS, David Weber,Tor/Tom Doherty,"Book 4 of the Safehold series, which translates the bloody religious wars of 17th-century Europe to a future civilization on the planet Safehold."
9504,5/2/2010,THE WALK, Richard Paul Evans,Simon &amp; Schuster,A Seattle ad executive loses everything and starts walking to Key West.
9505,5/2/2010,SILVER BORNE, Patricia Briggs,Ace,The shapeshifter Mercy Thompson works on her relationship with the leader of the werewolf pack and helps a suicidal friend.
9506,5/2/2010,DECEPTION, Jonathan Kellerman,Ballantine,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis work on a prep-school murder case.
9507,5/2/2010,THE BRIDE COLLECTOR, Ted Dekker,Center Street,An F.B.I. agent pursuing a killer who targets beautiful young women enlists the help of the residents of a home for the intellectually gifted mentally ill.
9508,5/2/2010,ABRAHAM LINCOLN: VAMPIRE HUNTER, Seth Grahame-Smith,Grand Central,Lincoln vs. the undead.
9509,4/25/2010,CHANGES, Jim Butcher,Roc,Book 12 of the Dresden Files series about a wizard detective in Chicago.
9510,4/25/2010,THE HELP, Kathryn Stockett,Amy Einhorn/Putnam,A young white woman and two black maids in 1960s ­Mississippi.
9511,4/25/2010,CAUGHT, Harlan Coben,Dutton,A suburban girl goes missing.
9512,4/25/2010,THE WALK, Richard Paul Evans,Simon &amp; Schuster,A Seattle ad executive loses everything and starts walking to Key West.
9513,4/25/2010,A RIVER IN THE SKY, Elizabeth Peters,Morrow/HarperCollins,"In 1910, the Peabody-Emerson clan tries to head off a holy war in Palestine; an Amelia Peabody mystery."
9514,4/25/2010,SILVER BORNE, Patricia Briggs,Ace,The shapeshifter Mercy Thompson works on her relationship with the leader of the werewolf pack and helps a suicidal friend.
9515,4/25/2010,HOUSE RULES, Jodi Picoult,Atria,A teenage boy with Asperger’s syndrome is accused of murder.
9516,4/25/2010,THE BLACK CAT, Martha Grimes,Viking,An unknown woman dressed to kill is found shot to death on the patio of a modest village pub; a Richard Jury mystery.
9517,4/25/2010,DECEPTION, Jonathan Kellerman,Ballantine,The Los Angeles psychologist-detective Alex Delaware and the detective Milo Sturgis work on a prep-school murder case.
9518,4/25/2010,MATTERHORN, Karl Marlantes,El León Literary Arts/Atlantic Monthly,Marines in Vietnam in 1969.
9519,4/25/2010,THE ALOHA QUILT, Jennifer Chiaverini,Simon &amp; Schuster,"With her divorce looming, Bonnie Markham visits a friend in Hawaii; an Elm Creek Quilts novel."
9520,4/25/2010,SOLAR, Ian McEwan,Nan. A Talese/Doubleday,"A physicist cheats on his wives, sends an innocent man to jail and tries to cash in on another’s plans against global warming."
